track_id,track_name,track_artist_name,track_popularity,track_lyrics
7zKzD5wM18bQSiJTAxTpwH,Mirchi,DIVINE,55,
1SPjyXQvDjvPA3hYhHvsO1,"Main Jahaan Rahoon (From ""Namastey London"")",Rahat Fateh Ali Khan,54,
3aaiAWCet6sbfOfLSn3g7i,Tu Chahiye,Pritam,54,
3cGMTR0B5zA3zQsVJjddtQ,Love Me Thoda Aur,Pritam,54,
7cFuzwgbtHXmSKuCzo0qCW,Lamberghini,The Doorbeen,54,
0h73AwuEY2x44cBMOP58fO,Bakhuda Tumhi Ho,Atif Aslam,54,
5CteVMD0U8C9WbAWvrNgkN,Chori Kiya Re Jiya,Sonu Nigam,54,
73LRTBKmdjroFDSBGSqClt,Love Paradise,Kelly Chen,54,
7yEuRloGyxyu1KaWBTPP1Z,"Slow Motion (From ""Bharat"")",Shreya Ghoshal,54,
1ozrNv9W4KlprAmvgH0Yrq,"High Rated Gabru (From ""Nawabzaade"")",Guru Randhawa,54,
5qtEWwRUX3GKgpWwDQf9SA,Woh Din,Pritam,54,
23bpCCVsTUKviTEfoy4tbM,Idhayathai Yedho Ondru,Harris Jayaraj,54,
4wANB882g1ZhF2V8ugksY1,"Sanu Ek Pal Chain (From ""Raid"")",Rahat Fateh Ali Khan,53,
2K058s9yrpoUfANaQt7Zu4,Polakattum Para Para,Anirudh Ravichander,53,
5VAkPCJTE6tbyReo9J4IQj,"Main Tera Boyfriend (From ""Raabta"")",Arijit Singh,53,
6YcBBZVKYYRirfeAt6BeGA,Machi Open the Bottle,Yuvan Shankar Raja,53,
3phw912iJRhtMfsdJ1k3Sr,"Darasal (From ""Raabta"")",Atif Aslam,53,
1qHQ6U2HSSddaH6LYs5M9t,Mukkala Mukkabla,Mano,53,
40BjkQhSOqS7j8Z0JHiF07,Udi Udi Jaye,Sukhwinder Singh,53,
5DEp8hauuZ45oG38YOkkQq,Aziyat,Pratsofficial,53,
5PNZX8yqzqqAMPpl3UAoaP,Moongil Thottam,A.R. Rahman,53,
22qqToXc5l7Wkh9GcVTcet,Tera Baap Aaya,Farhad Bhiwandiwala,53,
5EjVRbQFSLYyeNLlO7qGLY,What a Karavaad,Anirudh Ravichander,53,
59mrqUmhpmcfUns8BKkV30,Alive,Krewella,53,
7w4kFO2slzHCu1qEOMaPkl,Maari Thara Local - Here Comes Maari,Anirudh Ravichander,53,
4zUPL2OPTO3hgNhjaA1Rjn,I Hate Luv Storys,Vishal-Shekhar,53,
1EKvufWHnlZbGZGMDg3NYR,"Chill Bro (From ""Pattas"")",Dhanush,52,
27aGlicHJKf5QY20looYlR,F You I Love You (feat. Teyana Taylor),KYLE,52,
3EPxiSj3RsjMMdKCM7pthV,Chillax,Vijay Antony,52,
2ylshHMbSFJ2CavXuc8rtN,En Peeru Meenakumari,Devi Sri Prasad,52,
1Do2hDE0etMakAEQbyOd4L,Aaluma Doluma,Anirudh Ravichander,52,
3HhzqHPEN33a5UCKSfZpgi,Kala Chashma,Amar Arshi,52,
2SDOS0F4FJb1SEjOpF9PR5,Right Now (Na Na Na),Akon,52,
5HcBFhFQEtqKrsRkr95XYu,"Sooraj Dooba Hain (From ""Roy"")",Arijit Singh,52,
1ZbfvUHBfdODgIL70sk6XR,Aathangara Orathil,Harris Jayaraj,52,
6RlHX1oWuPOhPkESDxiKFl,Push The Feeling (feat. Big Narstie),Nightcrawlers,52,
1qtl3vB0uqciZ94g3S6TO7,Besharmi Ki Height,Benny Dayal,52,
2hOlxSH3Zck6a2ki4xtKGV,"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,52,
7MvQQGqYE4r0ucTarmI2Gr,Saturday Saturday,Shaarib Toshi,52,
4dPeCbg2Op44s9kwyMS3ZT,Sadka,Vishal-Shekhar,51,
0uFosRhSqfxPxYhn6TWRpC,Kuch To Hai,Armaan Malik,51,
2UwM1cFgYjQ4U1ntbu6vKl,Ey Sandakaara,Dhee,51,
5FkBFIGzG8lYFktLyZNUq6,Makeba - Radio Edit,Jain,51,
30UWFQsrAfkzcsRWaiNLtU,Yahin Hoon Main,Rochak Kohli,51,
26i54fXOWeA08Krvgwitxi,Heeriye,Deep Money,51,
2EKXTA9QxkW6XeQ2uEeIii,Nashe Si Chadh Gayi,Arijit Singh,51,
2EKXTA9QxkW6XeQ2uEeIii,Nashe Si Chadh Gayi,Arijit Singh,51,
3VXh3jYTW3lTxtXRnu2TKP,Lungi Dance,Yo Yo Honey Singh,51,
3jtKSUiVDowKNBqVQbWaig,Iktara,Amit Trivedi,51,
0Ps7lWZdj1NAuyAVumclyC,Adhaaru Adhaaru,Harris Jayaraj,50,
6tFFZ3OYoHbTolG08QsuBa,Call on Me - Ryan Riback Remix,Starley,50,
2js9xBYSV4wNrVykUK5vgs,Guleba,Vivek - Mervin,50,
41jTngKME76TNpR6WSxAZV,Pia.. Pia..,Vijay Antony,50,
7wduEoLSXYggQqimn5LEP0,No Money No Honey,Silambarasan TR,50,
3PK26tdYPKM3ZxEGVFZx7l,Danga Maari Oodhari,Harris Jayaraj,50,
78R4fDeRrcoBIxL6uX4TnJ,Mersalaayitten,A.R. Rahman,50,
4zQnzaUMxtpS8y7gO33PqF,Close to You,Olivia Ong,50,
16NMvEYAus3qS1czInNNZl,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",Mika Singh,50,
5VKvDHouRJ4a8VNXrzTWnc,Dj Waley Babu (feat. Aastha Gill),Badshah,50,
0mboVyI4R4MPH23yceAMz3,Hangover,Salman Khan,50,
5c4mS0wVYTmRrE7S9ZmcyX,Daaru Party,Millind Gaba,50,
69iDTIABXobqbl8zJOp8dq,Punjabi Wedding Song,Vishal-Shekhar,50,
3353R7ZeupOP7Rp7o94mqa,Lonely (with benny blanco),Justin Bieber,50,
3Q8yDujnXxwRiZ4p6VqY7b,"Kar Gayi Chull (From ""Kapoor & Sons (Since 1921)"")",Badshah,50,
2jimm1jAeazqJAmcn5JXvR,I'm Still Loving You,Shiga Lin,50,
04VUjNx30IrigVZU3CQmrQ,Mercy,Badshah,50,
6Sp7azay1NZU4wxlFacWCl,Jab Mila Tu,Vishal-Shekhar,50,
20GzbjfNtnXCuBm9rpik9h,come back,clide,49,
71rvcGbKcdAkbVJSrsAsh7,Soch Na Sake,Arijit Singh,49,
4jdwFk4GRRDNt3g49IgC15,Mujhko Barsaat Bana Lo,Armaan Malik,49,
6VNBEaG5sidkK3lwq7Ws0I,Haseeno Ka Deewana,Raftaar,49,
19nEFsswIftvopxVMUAM9b,Agayam Theepiditha,Pradeep Kumar,49,
4Cv8UaSA8aQrBdiYO6MxgV,Main Hoon Hero Tera (Salman Khan Version),Salman Khan,49,
04ZEwmgy0nImMrtKbtveop,Hey Vaada Vaada,M.L.R. Karthikeyan,49,
00bHxCcteaAJhU5WiP1mtf,Unakkenna Venum Sollu,Harris Jayaraj,49,
34yEAdQcnonEHiTavliRCs,Sometimes When We Touch,Olivia Ong,49,
4hI3znYrF6Q6LtVQyNqTJU,Drenched,Wanting,49,
1sL8hnnZaB2Xzm1J66y4Tt,O Saiyyan,Ajay-Atul,48,
4vzijCNUJKhftWkzl3Keqf,"Kheech Meri Photo (From ""Sanam Teri Kasam"")",Neeti Mohan,48,
0QjiywAse0jM8QgPvtJrpC,"Baby Doll (From ""Ragini Mms 2"")",Meet Bros Anjjan,48,
0YsBr7XFEapZmYeU5a9IFz,Jingunamani,Ranjith Govind,48,
1t99uhmctVeG4FbC5giRCM,Idhayam Love (Megamo Aval),Santhosh Narayanan,48,
7qEHrdtSLnFdNOrRtLmN30,Kannitheevu Ponna,K,48,
6kNr36b85fjPsGVIIYhHvh,Heartukulla,Vivek - Mervin,48,
3NKuSd9Qa5fzwhqiuKYFh4,"Dil Chori (From ""Sonu Ke Titu Ki Sweety"")",Yo Yo Honey Singh,48,
1CjXSN6vgWmniOCEycVFdN,Aalaporaan Thamizhan,A.R. Rahman,48,
38lQQdlbSMnHq3rjW9Vzhj,"Nee Kavithaigala - From ""Maragatha Naanayam""",Pradeep Kumar,48,
5v7gCLVyLgpO5L6zdeXULd,Sonapareeya,A.R. Rahman,48,
0qzuXwxORXTwSsBU2aJGj5,"Yaar Naa Miley (From ""Kick"")",Yo Yo Honey Singh,48,
0T6z2mf5tb3kv208JXgPj9,Nangaai,Harris Jayaraj,48,
6wVOOB9VyG0udgj4xhYWhq,Rangola,Shankar Mahadevan,48,
5f82cj8Bkl0mTsqAZiJkp1,Tu Mera Hero,Pritam,48,
22cCckQ9DR4E94QhtUzSW3,Karuthavanlaam Galeejaam,Anirudh Ravichander,48,
1TnYkFwGsWMZLiFXs2zXPf,Ek Villain Mashup (Mashup By Dj Kiran Kamath)[Remix By Mashup By Dj Kiran Kamath],Ankit Tiwari,48,
0V6i9XZ7NOfXQAygSaswnM,Le Le Mazaa Le,Suzanne,48,
3ZJVZdanfRHeXruvlJpv8Q,"Aankh Marey (From ""Simmba"")",Neha Kakkar,48,
7jUczfUWKAfcKSQP2N8ugb,Local Boys,Anirudh Ravichander,47,
0zlsXumKe7ymS1ANu5TDZP,Galliyan (Unplugged),Shraddha Kapoor,47,
6ITIcWfVuIcMz6PyfJyTjb,Welcome To St. Tropez (Dj Antoine vs Mad Mark Radio Edit) - Dj Antoine Vs Timati,DJ Antoine,47,
1pwN1ldC7BTjip1hWQN6vJ,Caller Tune,Neeraj Shridhar,47,
0WSTcd9inhbtHhV9vi1jDQ,Imma Get A New One,Chih Siou,47,
1JQFeT92JRTXtJMTIjByYQ,Paani Waala Dance,Ikka,47,
0r1ppERo8Mp5iKg3lANvnB,Poo Avizhum Pozhudhil,Santhosh Narayanan,47,
2WnpXcXoX1vYvERYG3eKlT,Tere Mast Mast Do Nain,Rahat Fateh Ali Khan,47,
6QXOeVS0RuwbMrI4ud2Lud,Bhagwaan Hai Kahan Re Tu,Sonu Nigam,47,
2a6vHSWc5vuPJrypTjCfRx,"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,47,
51ZN0MyxxJ0VmCN2Hlscfw,"Abhi Toh Party Shuru Hui Hai (From ""Khoobsurat"")",Badshah,47,
2Cj2XFOMBT8IrT0aapNTee,Heartbeat,Christopher,47,
2IwpPKgQGzXIjGdJza2chX,"Muqabla (From ""Street Dancer 3D"") [Tamil]",Yash Narvekar,47,
2cXOqys4hyhCdwy4qp6hYD,Right Now,Ayelle,46,
3kKHUvSrR4wx3UhRb5bXaH,Bittu Padam Di,G. V. Prakash,46,
759KVYocSBXI5cbDBLgsNy,"Yahi Hota Pyaar (From ""Namastey London"")",Himesh Reshammiya,46,
5YtLIhAuPcNLkfHZto0MVV,Rowdy Baby,Yuvan Shankar Raja,46,
2R7eciETNPr9sjgZuZLoco,Saree Ke Fall Sa,Pritam,46,
4hqAJpUuIBHDUpM5LlNZap,Khoya Hain,Neeti Mohan,46,
1HbmeBqRlEk54KK8gxQqbZ,Radhe Radhe,Meet Bros.,46,
5IMFa8ISmcse5yITzrGgJo,"Akh Lad Jaave (From ""Loveyatri - A Journey Of Love"")",Badshah,46,
5q6eZbatNFuToQdA7FGhj5,"Ek Chumma (From ""Housefull 4"")",Sohail Sen,45,
1bHBYJjUYYbUnwKYCFxV1F,"Party All Night (From ""Boss"")",Yo Yo Honey Singh,45,
2UFCFbaNkwlQmWySJaGAFN,"Oru Kuchi Oru Kulfi #TheSelfieSong - From ""Kalakalappu 2""",Hiphop Tamizha,45,
1EzYoGGkr0azLsiq8svGSl,lost child,IU,45,
44SjNhQxtKr5o96y0dHv1Q,Beautiful Girls,Sean Kingston,45,
45LZkeAJNMpiMCCBcb2sep,Where Is the Party,Yuvan Shankar Raja,45,
1lg2vQUoFDbAz5oupGoKa2,FaceTime,Karencici,45,
71MYQe743EBq3RvLqidTLi,Bigil Bigil Bigiluma,A.R. Rahman,45,
3KJiPsjcEON0tNYApx0CmR,Sunn Le Zara,Arnab Dutta,45,
2h1d6XPdBms5i7YwyfOO7q,Halkat Jawani,Salim–Sulaiman,45,
1SfZww9mRI9bWHqfvZItl1,Paisa Note,Hiphop Tamizha,45,
612T2qs3Xaj72F8M0bj9gL,"Marana Mass - From ""Petta""",Anirudh Ravichander,45,
3eLF7e1ODaSX82yKUOuV3i,Aasai Oru Pulveli,Pradeep Kumar,45,
2JcMKZhCd5RwcwRbEG58wu,"a world of chaos (feat. Rxseboy, Jomie & Ivri)",Powfu,45,
5ZZwWo5tBpa1IxEuASX5CL,Time,AUDREY NUNA,45,
2keR1GDTHre4qUTLoXe321,"Salaam Aaya (From ""Veer"")",Roop Kumar Rathod,45,
4z5aoK0yI5kgbikXoWLWfB,Mogathirai,Pradeep Kumar,45,
6p56DuuwZQYSNgeB7fgRkZ,Dilliwaali Girlfriend,Arijit Singh,44,
3x5GBpM7Dy4gckH5a2VN0f,Tasakku Tasakku,Mukesh,44,
0TKh7b5rpmvydOl9FvSyXL,Nahna Na Nah,Yuvan Shankar Raja,44,
5HlKYvZ7iVQN3tcNSny6TN,Vilayaadu Mankatha,Yuvan Shankar Raja,44,
4qf6wFvqzCV2mQUTlT7ZR7,Odi Odi Vilayada,D. Imman,44,
44Gp4GIRWoxFnuHlMyhhiJ,"Sanam Teri Kasam (From ""Sanam Teri Kasam"")",Ankit Tiwari,44,
6ojaBhVHO9IycIVEq1CtJl,"Mujhe Kaise, Pata Na Chala",Papon,44,
0epVhyvxYIL4rwuhXaKL39,Panchhi Bole,M. M. Keeravani,44,
1yotVCnfaPDvp9C7LsdGB1,Sodakku,Anirudh Ravichander,44,
3Zcm4BpzyL3J56B1BnFQcX,Chukar Mere Man Ko - The Unwind Mix,Mohammed Irfan,43,
6cJ7b3BbHuyqewQfqEcuTd,Come Back To Me,Utada,43,
7mIlbe9TP4eqC1oGIYC8Jh,Chennai City Gangsta,Anirudh Ravichander,43,
2zgXpuR5b7MiuJeHdJjO8k,"Un Vizhigalil (From ""Darling"")",Harini,43,
1hnG8nDABfdb8qeQ7g4aKh,Breakup Song,Hiphop Tamizha,43,
5FaFha5QbFcF5uqEeOAh71,Manasula Soora Kaathey,Santhosh Narayanan,43,
44ohhhvkNX8bpfVTF6V7Tc,Oye Oye,Aditi Singh Sharma,43,
5r7lnyQAFWiUSToaO2kC5X,Nothing Matters,Powfu,42,
0Zz7AEZfBKP2U7sO0WJKER,Selfie Le Le Re,Pritam,42,
4RXjmJrLbH9DNROHHaMbNc,Thappa Dhaan Theriyum - Maari's Karuthu,Anirudh Ravichander,42,
0QjpQP1w7apeMXzioL8sqN,The Nights,Avicii,42,
2GRemTPhTYOalTlStFduif,Bagulu Odayum Dagulu Mari - The Return of Maari,Anirudh Ravichander,42,
6fjFcOwB1vJTr1NwCEQ2jH,Tum Bin,Shreya Ghoshal,42,
4gzNmOoLoDxZABu1W8FOrc,Meri Maa,Pritam,42,
73QrFjT6dth8UlR7vFOFVM,"Pakkam Vanthu (From ""Kaththi"")",Anirudh Ravichander,41,
10Gmvqw6AhGaIwCjPmfyBU,Baby I Love U,Che'Nelle,41,
20reqiGSw4PskKXBG44kAH,Mujhe Ishq Se,Tulsi Kumar,41,
6scAzfVRotuyZgGw8RRTN9,"Tera Chehra (From ""Sanam Teri Kasam"")",Arijit Singh,41,
3Gr486MMVsToeqegJ0Z9qt,"Long Fights, Short Tempers",Powfu,41,
7fUMIEn7H6OYDOMQRMm1at,"Galti Se Mistake (From ""Jagga Jasoos"")",Arijit Singh,41,
1bvIoSekCZWAgthW01kbo9,"Koka (From ""Khandaani Shafakhana"")",Jasbir Jassi,41,
2hmg0cMbUyHnFyINH5Nch3,Tooh,Vishal-Shekhar,41,
2e0NRNrQkTvhH05z5Mf6jq,Ek Do Teen (Palak Muchhal Version),Palak Muchhal,41,
57nldabnSPgRfGNFyddITw,Kuchi Mittai,Anthony Daasan,41,
5u0zwaGbSJ9wChD2g3tydl,Subha Hone Na De (Remix),Pritam,40,
0Y4yEiDOL63Z8ePK3HSQvg,Shayad Yahi To Pyar Hai,Lata Mangeshkar,40,
32iCUAAgF1AqshcB3Tqhyt,carry me home,sød ven,40,
0R5invf0xH2NTXVnloNRjb,"Palat - Tera Hero Idhar Hai (From ""Main Tera Hero"")",Arijit Singh,40,
1FXKPnHtUYSgedFxnbgYSC,忘記你,Patrick Brasca,40,
6miX8bDSsmn5Fq5NvoTo1q,"Inthadi (From ""Dhol"")",Tippu,40,
3S4ELYAcxunw60elgJwAwn,Maalai Neram,G. V. Prakash,40,
1guYBJjVCPeY21S9Zs6Bpj,Vaa Rayil Vida Polaama,Santhosh Narayanan,39,
1qlUumQRJ1IpNWUKYP78PE,broke.,Chaz Mazzota,39,
46h1M5rPglAU1Sgkd0Thmo,"Maya Nadhi - From ""Kabali""",Pradeep Kumar,38,
4I91lJWD0Fgbo1KQ0vHJlS,Ammadi Aathadi,Silambarasan TR,38,
79JG7IEUyKn8rEkeT4VFbM,Ik Vaari,Ayushmann Khurrana,38,
72m5BKpkdE4tS7VojEVN3a,"Dandanakka (From ""Romeo Juliet"")",D. Imman,38,
2HhUUQvHfYOxlSGGuuMLuR,Daddy Mummy,Devi Sri Prasad,38,
5wEEsLCDkK17pSIgFYnapU,curve me,clide,38,
5MkFrM6BYPkq6CuoQWDfN5,Vechukkava - Remix,Yuvan Shankar Raja,38,
4pFs70p0MWLJykFBNFSEXD,Manamengum Maaya Oonjal,Dhee,38,
0fZcu7iMbWFQI5CTaHQcKY,Dream,SHAUN,37,
4fqnHukbktxx2OqL2rX6af,Pistah,Shabareesh Varma,37,
2qPvZlWD16OiQHW9V7gw5y,Head Start,Drew Schueler,37,
6scLpQdeXFZpHmDu0ZBu2T,Club Can't Handle Me,Flo Rida,37,
2enXOrI8aCmhxjOakCcn0B,Surili Akhiyon Wale (Duet),Rahat Fateh Ali Khan,36,
3jSq65O4TQrUvzKJt0S18z,"Sau Tarah Ke (From ""Dishoom"")",Jonita Gandhi,36,
6IAFRVFRyGG1qkTgUybVuw,First Poem - 《比悲傷更悲傷的故事》影集插曲,黃奕儒Ezu,36,
6JqPF3yP5x33uZNv7I0bKN,One Time,Nightshift,35,
5I9mKWUEM2RICe6QJ26PyM,I Don't Need You,LUNCH,35,
4tzRU8Fcu1uOqpddEcUOqe,Appadi Podu,Vidyasagar,35,
6r5sN1MDlPrisdOdktoHVg,Hey Jude,Stefanie Sun,34,
61qI26SnQfQttWyntdtWOL,En Chella Peru Apple,Mani Sharma,34,
4HVaclUJpanLub55lP9QCE,Be Your Someone,Eli Lev,34,
4C9Pw35gedSicSDkS2jm4e,Aadungada Yennai Suththi,Mani Sharma,33,
4gQ7DFwSbKwBCZUeYpt6Jq,Empty Hands,AUDREY NUNA,33,
31GwWDuXFnjzOYxQh1wBGV,"Deewani Mastani (From ""Bajirao Mastani"")",Shreya Ghoshal,33,
1CuwiLMKJA333cx1lN0zeX,Mere Bina Tu,Rahat Fateh Ali Khan,32,
5yg2zyq60SDNNskfpLIF53,Variya,Narayan,31,
2iCbMiYpx2K5PfWK9b2q5G,Lost in Deep,Fake Whiz,31,
2stg7E9LSa7NPmpIW9fQec,"I Don't Care, Never Mind",Tom Shawcroft,31,
17t8w97umtBmeyitWE5C8Z,Ada Ennatha Solvenungo,Udit Narayan,30,
1XkBCX3LY9HRTkRBylEouL,Mad About You,Koni,30,
1BndXI3g7j3uQW2xRYOqOp,"Thoondil Meen - From ""Kabali""",Santhosh Narayanan,29,
2GFmj3FjWiv6xpmti9c5us,Weed & Caviar,Trent Vine,29,
3E8GWn6Vofwbc2SGM9CcDz,2face,overtide,28,
0WNH7Ey0KrpwAr6D2keagu,"Boomiyil - From ""The Villa""",Pradeep Kumar,28,
7jZtuH3Ri8DpHNQBE9Zs3G,Wakhra Swag,Navv Inder,27,
5FTjddYUdP6JM0efvrVD7K,Lights,5lowers,27,
7Fx7bDWKhQzB99WXuGm2Z2,"Afghan Jalebi (Ya Baba) [From ""Phantom""]",Asrar,27,
2IxC6PLZqjsfpqWv0nMCSx,Tum Chain Ho,Sonu Nigam,27,
0jUBgzu7nGPQZYkPMqqBIr,Mere Bina Tu - Duet Version,Rahat Fateh Ali Khan,27,
4zDmelb6lE21S3NhnnbuoP,Sapphire,Beat The System,27,
3S4xCMoDMRbgC4Xyqr9cpW,Where Them Girls At,David Guetta,26,
0pdoQT09xK4AlBcCxylIGY,Time - Acoustic,Heri Iznaga,25,
6fht2Fw2bv3zlTcB2H92O8,"Haal - E - Dil (From ""Sanam teri Kasam"") - Male",Sreerama Chandra,25,
2Q7fKhYHqWW48c7kVcRHNm,"Swag Se Swagat (From ""Tiger Zinda Hai"")",Vishal-Shekhar,23,
2Q7fKhYHqWW48c7kVcRHNm,"Swag Se Swagat (From ""Tiger Zinda Hai"")",Vishal-Shekhar,23,
0C397gZdhXxThHjC2TRJvd,Madly,The Highly Unlikely,21,
4i0V0W1ghhLeN5vKIoyYRh,Done With You,Paul Nicholls,21,
148ytaYVT3TZsHBrOlwl21,Stay With Me - Edward Maya Club Remix,Akcent,19,
5GsBjgZNyV2LIvLFQDmn4x,Love Yourself,Justin Bieber,19,
0wBgyQ48T6FD8W2sZNFGle,Summer Blues,5lowers,18,
09PqjtIMXP7ER7tHg5eGrt,Hot,INNA,17,
3JGYm8cW6G1kv06SAMF1Kb,Zaroorat,Babli Haque,17,
4Fdu0RYgGWReSEV9Nm32YP,Atmospheric Summer,Mitt Holly,16,
2MfBAUtSmBy0qnv83qbo30,That's My Name,Akcent,15,
49uBvOLdeBpVVOnSYnHiup,Million,5lowers,15,
79xebvAEGI5sCpZ9tnAKYU,Do You Love Me?,THEMXXNLIGHT,13,
5Ckhb7BgvbIyuFVTyWw93l,Kacchi Dhoop,Ojas Joshi,13,
1v4Z3LMH88sHNj8wqfoizd,Fade Away,Róisin Marie,12,
1iLoENRtYzKhyHpnvI6Uh7,What Do You Mean?,Justin Bieber,11,
1quK56pWyIr8d21I2PfRDB,Nightmare,Alex Roma,7,
5w7T0jViVTwa8QIJxmNj7Z,Love Is,5lowers,7,
4RXpgGM7A4Hg7cFBoH5KyF,Hey Brother,Avicii,4,
5uYD7WbpdWPgxr72q9f75W,Famous,5lowers,4,
12VWzyPDBCc8fqeWCAfNwR,One Dance,Drake,3,
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,2,
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,SAINt JHN,2,
2s5YN9O8Qv25BjQobPHWVZ,Like A G6,Far East Movement,1,
4q8PHoRsPUB52LFylX8Ulz,More Than You Know,Axwell /\ Ingrosso,1,
17Fd6Yb7mSbinKG8LoWfFl,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1,
69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,0,
0BMgkRvlTsZrit5S1ysx4n,TiK ToK,Kesha,0,
61WbtB6ujkpNAsAf5LjF4b,Bon appétit,Katy Perry,0,
0VdTG2MWrR5K5FYyLqBr0n,Magenta Riddim,DJ Snake,0,
2OlWBmSjf1aUPGLNf0UI5A,One Last Time,Ariana Grande,0,
5J7iGuzi7Nj8SGvt0TAVzK,The Way I Are,Timbaland,0,
2lkUHTWy2YXmy4WxCWkDYq,"Tera Hone Laga Hoon (From ""Ajab Prem Ki Ghazab Kahani"")",Atif Aslam,0,
421leiR6jKlH5KDdwLYrOs,Dance Monkey,Tones And I,0,
2eJ8ij1T3cNUKiGdcUvKhy,Baby,Justin Bieber,0,
01BvT9GPtThEzcMxkptkgN,Disturbia,Rihanna,0,
2PTGsNUxsxKSkgaCHQRjRA,Turn up the Speakers - Radio Edit,Afrojack,0,
4AOpEhqA7zHxQjkHmRrAp7,This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,0,
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,0,
3AveuWMomOOs92pmWeXZLZ,Naan Romba,Ranjith Govind,0,
5dnUb7ZJX4JNNyFbGzqO6h,Chalmaar,Sajid-Wajid,0,
5BIEOLyIa6lxVxe9Yv4u8G,Afreen Afreen,Rahat Fateh Ali Khan,0,
5IirRCYX0AuRAZDDeOY7RA,Single Pasanga,Kaka Balachandar,0,
44OEXE0l8fdx6oaKexx2G5,En Aasai Mythiliye,Yuvan Shankar Raja,0,
2IP8yxZvYVXvaJAEEK1AIV,Lost Game,Nulbarich,0,
6RnM0dUknyz1m3YHCL2GJ1,Choose You Twice.,Ben Zaidi,0,
6XrA67791B2s2ENlCLgsKL,Hype,Chloe Tang,0,
3I6EVzYzENy29mAGFAA7a9,Breakfast In Manhattan.,Ben Zaidi,0,
5uImkHXfTLkNYwemtGH7kB,We Found Love,Rihanna,0,
6v7NjCg1b9WTGVD05vaYTN,"Lat Lag Gayee (From ""Race 2"")",Benny Dayal,0,
1Rk6lYXIm1A8xraDsllKwO,Sunny Sunny,Yo Yo Honey Singh,0,
2KwCtwV1KfUGfe5Dqm466w,I Am Not Alone - deadmau5 Remix,Calvin Harris,0,
66Nmp3ztIMqX1j8yYtWl1X,Liggi,Ritviz,0,
2BF1X5nkYYSb0AUTRaGkDm,Forbidden Voices,Martin Garrix,0,
6LoKHUJWM3qxHWL5wQOuss,Tere Sang Yaara,Atif Aslam,0,
0L24zgSdBLfgfMbP0bBYR0,Ek Ajnaabi,Akash Kar,0,
68nqVf3mY2aReIVN6xXavH,"Tera Fitoor - From ""Genius""",Arijit Singh,0,
2rb5MvYT7ZIxbKW5hfcHx8,Mi Gente,J Balvin,0,
