track_id,track_name,track_artist_name,track_popularity,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
3ZjMdVOWxQ53FKrmkgCv95,"Psycho Saiyaan (From ""Saaho"")",Sachet Tandon,67,0.0363,https://api.spotify.com/v1/audio-analysis/3ZjMdVOWxQ53FKrmkgCv95,0.785,166461.0,0.722,4.24e-06,10.0,0.452,-2.604,0.0,0.158,189.857,4.0,https://api.spotify.com/v1/tracks/3ZjMdVOWxQ53FKrmkgCv95,audio_features,spotify:track:3ZjMdVOWxQ53FKrmkgCv95,0.848
1orM67pmkNc4alrZkWjYkV,Naach Meri Rani,Guru Randhawa,67,0.0613,https://api.spotify.com/v1/audio-analysis/1orM67pmkNc4alrZkWjYkV,0.676,212693.0,0.488,0.0,1.0,0.0707,-5.091,1.0,0.154,97.036,4.0,https://api.spotify.com/v1/tracks/1orM67pmkNc4alrZkWjYkV,audio_features,spotify:track:1orM67pmkNc4alrZkWjYkV,0.151
6KOEK6SeCEZOQkLj5M1PxH,California Gurls,Katy Perry,67,0.0038,https://api.spotify.com/v1/audio-analysis/6KOEK6SeCEZOQkLj5M1PxH,0.788,234653.0,0.753,0.0,0.0,0.18,-3.71,1.0,0.0536,125.005,4.0,https://api.spotify.com/v1/tracks/6KOEK6SeCEZOQkLj5M1PxH,audio_features,spotify:track:6KOEK6SeCEZOQkLj5M1PxH,0.403
1We89SAonMk70QBbfXERxa,Nazm Nazm,Arko,67,0.497,https://api.spotify.com/v1/audio-analysis/1We89SAonMk70QBbfXERxa,0.62,226941.0,0.627,0.0,7.0,0.133,-6.187,1.0,0.0307,82.008,4.0,https://api.spotify.com/v1/tracks/1We89SAonMk70QBbfXERxa,audio_features,spotify:track:1We89SAonMk70QBbfXERxa,0.557
1ZaeaGLhFSckG8sv1y7AWk,Kya Baat Ay,Harrdy Sandhu,66,0.632,https://api.spotify.com/v1/audio-analysis/1ZaeaGLhFSckG8sv1y7AWk,0.849,179444.0,0.592,2.39e-06,6.0,0.108,-4.309,0.0,0.102,89.966,4.0,https://api.spotify.com/v1/tracks/1ZaeaGLhFSckG8sv1y7AWk,audio_features,spotify:track:1ZaeaGLhFSckG8sv1y7AWk,0.652
20efeySIfZoiSaISGLBbNs,Thriller - Single Version,Michael Jackson,66,0.0906,https://api.spotify.com/v1/audio-analysis/20efeySIfZoiSaISGLBbNs,0.777,312413.0,0.818,2.98e-05,11.0,0.714,-5.64,1.0,0.0462,118.405,4.0,https://api.spotify.com/v1/tracks/20efeySIfZoiSaISGLBbNs,audio_features,spotify:track:20efeySIfZoiSaISGLBbNs,0.847
6bdpj89aYEBjhpsenXAsmO,Enna Sona,A.R. Rahman,66,0.635,https://api.spotify.com/v1/audio-analysis/6bdpj89aYEBjhpsenXAsmO,0.717,213632.0,0.416,1.43e-06,7.0,0.0976,-9.875,0.0,0.0303,100.026,4.0,https://api.spotify.com/v1/tracks/6bdpj89aYEBjhpsenXAsmO,audio_features,spotify:track:6bdpj89aYEBjhpsenXAsmO,0.381
5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,Vishal-Shekhar,66,0.565,https://api.spotify.com/v1/audio-analysis/5MnAi6ZF7cE8pAz7wYr9Ta,0.716,260537.0,0.64,0.00139,2.0,0.127,-8.726,1.0,0.025,105.012,4.0,https://api.spotify.com/v1/tracks/5MnAi6ZF7cE8pAz7wYr9Ta,audio_features,spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,0.485
3y7ByLZ05tluscOTRgEJ9Y,Palette (feat. G-DRAGON),IU,66,0.458,https://api.spotify.com/v1/audio-analysis/3y7ByLZ05tluscOTRgEJ9Y,0.804,217413.0,0.68,0.0,0.0,0.102,-3.81,1.0,0.2,102.013,4.0,https://api.spotify.com/v1/tracks/3y7ByLZ05tluscOTRgEJ9Y,audio_features,spotify:track:3y7ByLZ05tluscOTRgEJ9Y,0.62
27zrFrtUtWl2urlvjOn5xc,Say Yes,Loco,66,0.352,https://api.spotify.com/v1/audio-analysis/27zrFrtUtWl2urlvjOn5xc,0.696,218897.0,0.778,0.0,1.0,0.329,-4.653,0.0,0.0585,94.996,4.0,https://api.spotify.com/v1/tracks/27zrFrtUtWl2urlvjOn5xc,audio_features,spotify:track:27zrFrtUtWl2urlvjOn5xc,0.41
5bZeugrr7oIATt1CLJuhT4,Incredible,James TW,66,0.306,https://api.spotify.com/v1/audio-analysis/5bZeugrr7oIATt1CLJuhT4,0.556,246320.0,0.589,0.0,0.0,0.147,-6.209,1.0,0.0431,180.942,3.0,https://api.spotify.com/v1/tracks/5bZeugrr7oIATt1CLJuhT4,audio_features,spotify:track:5bZeugrr7oIATt1CLJuhT4,0.264
6fScgF2Y63ScU73nYju0ny,O Saathi,Atif Aslam,66,0.588,https://api.spotify.com/v1/audio-analysis/6fScgF2Y63ScU73nYju0ny,0.481,251819.0,0.496,0.0,8.0,0.132,-7.421,1.0,0.0262,89.839,4.0,https://api.spotify.com/v1/tracks/6fScgF2Y63ScU73nYju0ny,audio_features,spotify:track:6fScgF2Y63ScU73nYju0ny,0.453
4LLvxxkWtt818FNO3cbsdo,Sauda Khara Khara,Diljit Dosanjh,65,0.0939,https://api.spotify.com/v1/audio-analysis/4LLvxxkWtt818FNO3cbsdo,0.687,211034.0,0.919,4.38e-06,10.0,0.105,-3.28,1.0,0.0635,145.037,4.0,https://api.spotify.com/v1/tracks/4LLvxxkWtt818FNO3cbsdo,audio_features,spotify:track:4LLvxxkWtt818FNO3cbsdo,0.877
1CM4rFDU9q4EoLy2K44qE6,"Naah Goriye (From ""Bala"")",B Praak,65,0.464,https://api.spotify.com/v1/audio-analysis/1CM4rFDU9q4EoLy2K44qE6,0.823,184618.0,0.765,0.0,2.0,0.0601,-1.695,0.0,0.0633,99.96,4.0,https://api.spotify.com/v1/tracks/1CM4rFDU9q4EoLy2K44qE6,audio_features,spotify:track:1CM4rFDU9q4EoLy2K44qE6,0.715
1rvJahl2EPy25dSsBNzTr4,Adipoli,Siddhu Kumar,65,0.586,https://api.spotify.com/v1/audio-analysis/1rvJahl2EPy25dSsBNzTr4,0.573,172750.0,0.6,7.65e-06,0.0,0.15,-7.751,1.0,0.3,149.982,4.0,https://api.spotify.com/v1/tracks/1rvJahl2EPy25dSsBNzTr4,audio_features,spotify:track:1rvJahl2EPy25dSsBNzTr4,0.706
0GQngE2rOYvlKwEQjTAsP8,Subhanallah,Pritam,65,0.455,https://api.spotify.com/v1/audio-analysis/0GQngE2rOYvlKwEQjTAsP8,0.302,249707.0,0.493,0.0,9.0,0.134,-5.038,1.0,0.0451,88.904,4.0,https://api.spotify.com/v1/tracks/0GQngE2rOYvlKwEQjTAsP8,audio_features,spotify:track:0GQngE2rOYvlKwEQjTAsP8,0.457
6PtXobrqImYfnpIxNsJApa,Bad (feat. Vassy) - Radio Edit,David Guetta,65,0.00125,https://api.spotify.com/v1/audio-analysis/6PtXobrqImYfnpIxNsJApa,0.614,170625.0,0.972,0.0186,5.0,0.328,-3.927,0.0,0.088,127.966,4.0,https://api.spotify.com/v1/tracks/6PtXobrqImYfnpIxNsJApa,audio_features,spotify:track:6PtXobrqImYfnpIxNsJApa,0.411
3HiobOOpSpMsi95WBKPBYk,Hamari Adhuri Kahani (Title Track),Jeet Gannguli,65,0.845,https://api.spotify.com/v1/audio-analysis/3HiobOOpSpMsi95WBKPBYk,0.223,398799.0,0.359,0.0,0.0,0.133,-7.569,1.0,0.0312,73.059,4.0,https://api.spotify.com/v1/tracks/3HiobOOpSpMsi95WBKPBYk,audio_features,spotify:track:3HiobOOpSpMsi95WBKPBYk,0.193
5gx2E5aIXMRBellPZW1up5,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",Chris Brown,65,0.119,https://api.spotify.com/v1/audio-analysis/5gx2E5aIXMRBellPZW1up5,0.82,293435.0,0.696,0.0,7.0,0.232,-4.918,0.0,0.182,144.981,4.0,https://api.spotify.com/v1/tracks/5gx2E5aIXMRBellPZW1up5,audio_features,spotify:track:5gx2E5aIXMRBellPZW1up5,0.617
0uXO2GrNiIb1xHT9LUdxZE,Sexy Bitch (feat. Akon),David Guetta,65,0.0771,https://api.spotify.com/v1/audio-analysis/0uXO2GrNiIb1xHT9LUdxZE,0.813,195853.0,0.627,0.000616,11.0,0.131,-5.018,0.0,0.0486,130.011,4.0,https://api.spotify.com/v1/tracks/0uXO2GrNiIb1xHT9LUdxZE,audio_features,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,0.801
1OEmd2iXU8pWG7CrKNpGUg,Humdard,Arijit Singh,65,0.759,https://api.spotify.com/v1/audio-analysis/1OEmd2iXU8pWG7CrKNpGUg,0.572,260590.0,0.541,0.0,5.0,0.111,-6.45,1.0,0.0245,87.01,4.0,https://api.spotify.com/v1/tracks/1OEmd2iXU8pWG7CrKNpGUg,audio_features,spotify:track:1OEmd2iXU8pWG7CrKNpGUg,0.266
4vvnuJlgBeNVwq3TNmLMNX,Jackie Chan,Tiësto,65,0.374,https://api.spotify.com/v1/audio-analysis/4vvnuJlgBeNVwq3TNmLMNX,0.747,215760.0,0.833,0.0,3.0,0.0586,-2.867,0.0,0.045,128.008,4.0,https://api.spotify.com/v1/tracks/4vvnuJlgBeNVwq3TNmLMNX,audio_features,spotify:track:4vvnuJlgBeNVwq3TNmLMNX,0.687
3P3UA61WRQqwCXaoFOTENd,Through the Night,IU,65,0.757,https://api.spotify.com/v1/audio-analysis/3P3UA61WRQqwCXaoFOTENd,0.428,253293.0,0.313,0.0,8.0,0.309,-7.327,1.0,0.0391,78.723,4.0,https://api.spotify.com/v1/tracks/3P3UA61WRQqwCXaoFOTENd,audio_features,spotify:track:3P3UA61WRQqwCXaoFOTENd,0.284
7AHKnQ6XB5l7GL4pTJWLZn,Kutty Pattas,Santhosh Dhayanidhi,64,0.178,https://api.spotify.com/v1/audio-analysis/7AHKnQ6XB5l7GL4pTJWLZn,0.895,239104.0,0.467,0.0,5.0,0.0802,-10.48,0.0,0.199,132.955,4.0,https://api.spotify.com/v1/tracks/7AHKnQ6XB5l7GL4pTJWLZn,audio_features,spotify:track:7AHKnQ6XB5l7GL4pTJWLZn,0.742
6N6mJlsjYRV0yoMSPS5JiQ,The Wakhra Song,Navv Inder,64,0.339,https://api.spotify.com/v1/audio-analysis/6N6mJlsjYRV0yoMSPS5JiQ,0.788,196000.0,0.894,0.000253,5.0,0.0649,-2.661,0.0,0.198,89.945,4.0,https://api.spotify.com/v1/tracks/6N6mJlsjYRV0yoMSPS5JiQ,audio_features,spotify:track:6N6mJlsjYRV0yoMSPS5JiQ,0.588
2Vw94w6FxCyaYwyCivi9Py,Tere Naal,Tulsi Kumar,64,0.748,https://api.spotify.com/v1/audio-analysis/2Vw94w6FxCyaYwyCivi9Py,0.315,198345.0,0.491,0.0,11.0,0.128,-7.0,1.0,0.0311,109.966,4.0,https://api.spotify.com/v1/tracks/2Vw94w6FxCyaYwyCivi9Py,audio_features,spotify:track:2Vw94w6FxCyaYwyCivi9Py,0.245
7HacCTm33hZYYN8DXpCYuG,I Like It,Enrique Iglesias,64,0.021,https://api.spotify.com/v1/audio-analysis/7HacCTm33hZYYN8DXpCYuG,0.648,231373.0,0.942,0.0,10.0,0.0594,-2.881,0.0,0.0878,129.007,4.0,https://api.spotify.com/v1/tracks/7HacCTm33hZYYN8DXpCYuG,audio_features,spotify:track:7HacCTm33hZYYN8DXpCYuG,0.73
0mJTAdmY8olbGQjopDYff3,Vaaste,Dhvani Bhanushali,64,0.454,https://api.spotify.com/v1/audio-analysis/0mJTAdmY8olbGQjopDYff3,0.444,196044.0,0.479,0.0,5.0,0.095,-5.586,1.0,0.0436,89.892,4.0,https://api.spotify.com/v1/tracks/0mJTAdmY8olbGQjopDYff3,audio_features,spotify:track:0mJTAdmY8olbGQjopDYff3,0.315
0GX5oOKtU0nnx5OkhenW2i,Closer,Ne-Yo,64,0.0225,https://api.spotify.com/v1/audio-analysis/0GX5oOKtU0nnx5OkhenW2i,0.709,234360.0,0.745,5.2e-05,4.0,0.154,-6.437,0.0,0.0738,126.027,4.0,https://api.spotify.com/v1/tracks/0GX5oOKtU0nnx5OkhenW2i,audio_features,spotify:track:0GX5oOKtU0nnx5OkhenW2i,0.576
6oloWgrErtc8dG2WiV55gn,Sawan Mein Lag Gayi Aag,Mika Singh,64,0.388,https://api.spotify.com/v1/audio-analysis/6oloWgrErtc8dG2WiV55gn,0.792,226615.0,0.813,2.29e-05,0.0,0.0541,-3.687,1.0,0.0513,130.058,4.0,https://api.spotify.com/v1/tracks/6oloWgrErtc8dG2WiV55gn,audio_features,spotify:track:6oloWgrErtc8dG2WiV55gn,0.868
5cjVsWqIkBQC7acTRhL0RO,Kamariya,Aastha Gill,64,0.143,https://api.spotify.com/v1/audio-analysis/5cjVsWqIkBQC7acTRhL0RO,0.825,187983.0,0.666,2.81e-06,4.0,0.237,-4.847,0.0,0.0554,96.987,4.0,https://api.spotify.com/v1/tracks/5cjVsWqIkBQC7acTRhL0RO,audio_features,spotify:track:5cjVsWqIkBQC7acTRhL0RO,0.763
6EIVLz5xM1xE29r0OmIkWt,Falling Slowly,Glen Hansard,64,0.679,https://api.spotify.com/v1/audio-analysis/6EIVLz5xM1xE29r0OmIkWt,0.34,244133.0,0.209,0.000443,0.0,0.101,-11.869,1.0,0.0279,137.042,4.0,https://api.spotify.com/v1/tracks/6EIVLz5xM1xE29r0OmIkWt,audio_features,spotify:track:6EIVLz5xM1xE29r0OmIkWt,0.151
3VZQshi4COChhXaz7cLP02,I Love It (feat. Charli XCX),Icona Pop,64,0.00855,https://api.spotify.com/v1/audio-analysis/3VZQshi4COChhXaz7cLP02,0.714,155337.0,0.905,2.55e-05,8.0,0.146,-2.663,1.0,0.0289,125.927,4.0,https://api.spotify.com/v1/tracks/3VZQshi4COChhXaz7cLP02,audio_features,spotify:track:3VZQshi4COChhXaz7cLP02,0.838
6TGX01ExmdHyOG72fqUU3Q,Zindagi Kuch Toh Bata (Reprise),Pritam,63,0.491,https://api.spotify.com/v1/audio-analysis/6TGX01ExmdHyOG72fqUU3Q,0.528,258879.0,0.615,0.000111,5.0,0.104,-7.118,1.0,0.0372,123.988,4.0,https://api.spotify.com/v1/tracks/6TGX01ExmdHyOG72fqUU3Q,audio_features,spotify:track:6TGX01ExmdHyOG72fqUU3Q,0.225
1z1mMZtZW0gvR9FSPc7JpJ,Champion,Elina,63,0.921,https://api.spotify.com/v1/audio-analysis/1z1mMZtZW0gvR9FSPc7JpJ,0.65,173237.0,0.171,0.0,6.0,0.127,-9.005,1.0,0.0519,119.522,4.0,https://api.spotify.com/v1/tracks/1z1mMZtZW0gvR9FSPc7JpJ,audio_features,spotify:track:1z1mMZtZW0gvR9FSPc7JpJ,0.284
7ofWUKeNCUw1P64ArIwG9b,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",Tony Kakkar,63,0.15,https://api.spotify.com/v1/audio-analysis/7ofWUKeNCUw1P64ArIwG9b,0.8,177383.0,0.972,0.00337,10.0,0.351,-2.053,0.0,0.0405,110.054,4.0,https://api.spotify.com/v1/tracks/7ofWUKeNCUw1P64ArIwG9b,audio_features,spotify:track:7ofWUKeNCUw1P64ArIwG9b,0.694
1trC8L8YpawkU553ymy2zC,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,63,0.00864,https://api.spotify.com/v1/audio-analysis/1trC8L8YpawkU553ymy2zC,0.416,205440.0,0.849,0.000138,1.0,0.204,-4.909,0.0,0.0455,125.098,4.0,https://api.spotify.com/v1/tracks/1trC8L8YpawkU553ymy2zC,audio_features,spotify:track:1trC8L8YpawkU553ymy2zC,0.147
6qCNaRRr5xJALfNJvh0NAw,Bom Diggy Diggy,Zack Knight,63,0.159,https://api.spotify.com/v1/audio-analysis/6qCNaRRr5xJALfNJvh0NAw,0.782,238530.0,0.827,0.0,11.0,0.226,-4.219,0.0,0.0627,104.032,4.0,https://api.spotify.com/v1/tracks/6qCNaRRr5xJALfNJvh0NAw,audio_features,spotify:track:6qCNaRRr5xJALfNJvh0NAw,0.498
16pwlVsypm4aDKMhXdOuXg,Animals,Maroon 5,63,0.000185,https://api.spotify.com/v1/audio-analysis/16pwlVsypm4aDKMhXdOuXg,0.279,231013.0,0.742,0.0,4.0,0.593,-6.46,0.0,0.0898,189.868,4.0,https://api.spotify.com/v1/tracks/16pwlVsypm4aDKMhXdOuXg,audio_features,spotify:track:16pwlVsypm4aDKMhXdOuXg,0.328
1E16f7KcZmuXuhlenRwA2m,Saibo - Lofi Flip,VIBIE,63,0.965,https://api.spotify.com/v1/audio-analysis/1E16f7KcZmuXuhlenRwA2m,0.323,146646.0,0.349,0.00548,7.0,0.116,-12.524,1.0,0.0761,180.203,4.0,https://api.spotify.com/v1/tracks/1E16f7KcZmuXuhlenRwA2m,audio_features,spotify:track:1E16f7KcZmuXuhlenRwA2m,0.2
6f3ANRNQ8nCiPZ6VqXqq93,Main Rahoon Ya Na Rahoon,Amaal Mallik,63,0.718,https://api.spotify.com/v1/audio-analysis/6f3ANRNQ8nCiPZ6VqXqq93,0.55,309458.0,0.488,0.000118,6.0,0.126,-8.059,1.0,0.0284,136.025,3.0,https://api.spotify.com/v1/tracks/6f3ANRNQ8nCiPZ6VqXqq93,audio_features,spotify:track:6f3ANRNQ8nCiPZ6VqXqq93,0.301
7heMX7gyHP0mhTlNgd7Lxd,The Humma Song,A.R. Rahman,63,0.0115,https://api.spotify.com/v1/audio-analysis/7heMX7gyHP0mhTlNgd7Lxd,0.721,179658.0,0.65,0.00014,0.0,0.34,-6.95,0.0,0.135,130.487,5.0,https://api.spotify.com/v1/tracks/7heMX7gyHP0mhTlNgd7Lxd,audio_features,spotify:track:7heMX7gyHP0mhTlNgd7Lxd,0.392
06EMBzxDm2hueehobAlMtm,Ending Scene,IU,63,0.851,https://api.spotify.com/v1/audio-analysis/06EMBzxDm2hueehobAlMtm,0.388,249242.0,0.323,2.03e-06,5.0,0.143,-7.158,1.0,0.0348,118.885,4.0,https://api.spotify.com/v1/tracks/06EMBzxDm2hueehobAlMtm,audio_features,spotify:track:06EMBzxDm2hueehobAlMtm,0.232
2mwBSO58y92EYmEFpDfmS7,Suit Suit,Guru Randhawa,63,0.14,https://api.spotify.com/v1/audio-analysis/2mwBSO58y92EYmEFpDfmS7,0.767,190132.0,0.869,0.0,2.0,0.221,-3.381,0.0,0.0908,98.208,4.0,https://api.spotify.com/v1/tracks/2mwBSO58y92EYmEFpDfmS7,audio_features,spotify:track:2mwBSO58y92EYmEFpDfmS7,0.751
4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,Himesh Reshammiya,63,0.00797,https://api.spotify.com/v1/audio-analysis/4AoQVhME8Ko6LNm4lV2wwQ,0.73,254351.0,0.656,0.00271,11.0,0.108,-5.07,1.0,0.0294,131.04,4.0,https://api.spotify.com/v1/tracks/4AoQVhME8Ko6LNm4lV2wwQ,audio_features,spotify:track:4AoQVhME8Ko6LNm4lV2wwQ,0.743
4Tkb7zsDmsawB7S5TpKQV1,Pehli Dafa,Atif Aslam,63,0.844,https://api.spotify.com/v1/audio-analysis/4Tkb7zsDmsawB7S5TpKQV1,0.679,298771.0,0.537,3.34e-06,4.0,0.108,-7.843,1.0,0.0322,111.979,4.0,https://api.spotify.com/v1/tracks/4Tkb7zsDmsawB7S5TpKQV1,audio_features,spotify:track:4Tkb7zsDmsawB7S5TpKQV1,0.481
0JBhoxPKHJc1ZeJrjSt0VO,Tera Ghata,Gajendra Verma,63,0.458,https://api.spotify.com/v1/audio-analysis/0JBhoxPKHJc1ZeJrjSt0VO,0.718,254174.0,0.573,0.00533,1.0,0.0953,-7.309,0.0,0.0451,180.043,4.0,https://api.spotify.com/v1/tracks/0JBhoxPKHJc1ZeJrjSt0VO,audio_features,spotify:track:0JBhoxPKHJc1ZeJrjSt0VO,0.686
3tgZ9vmhuAY9wEoNUJskzV,Timber (feat. Ke$ha),Pitbull,62,0.03,https://api.spotify.com/v1/audio-analysis/3tgZ9vmhuAY9wEoNUJskzV,0.589,204200.0,0.966,0.0,11.0,0.147,-4.106,1.0,0.0972,129.983,4.0,https://api.spotify.com/v1/tracks/3tgZ9vmhuAY9wEoNUJskzV,audio_features,spotify:track:3tgZ9vmhuAY9wEoNUJskzV,0.802
2YdX7PEziOImkySNDWsaKM,Rise Up - Radio Edit,Yves Larock,62,0.000658,https://api.spotify.com/v1/audio-analysis/2YdX7PEziOImkySNDWsaKM,0.655,170760.0,0.798,0.0,2.0,0.335,-7.137,1.0,0.131,128.103,4.0,https://api.spotify.com/v1/tracks/2YdX7PEziOImkySNDWsaKM,audio_features,spotify:track:2YdX7PEziOImkySNDWsaKM,0.855
3huCRjAX12zNPxtX9JqX2X,"Naanga Vera Maari (From ""Valimai"")",Yuvan Shankar Raja,62,0.102,https://api.spotify.com/v1/audio-analysis/3huCRjAX12zNPxtX9JqX2X,0.649,254345.0,0.889,0.0,1.0,0.323,-5.442,1.0,0.199,149.949,4.0,https://api.spotify.com/v1/tracks/3huCRjAX12zNPxtX9JqX2X,audio_features,spotify:track:3huCRjAX12zNPxtX9JqX2X,0.601
6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,Pritam,62,0.0805,https://api.spotify.com/v1/audio-analysis/6WediUhXDfm8FR3wlM0r3G,0.727,288696.0,0.9,0.0464,8.0,0.154,-4.529,1.0,0.0452,131.97,4.0,https://api.spotify.com/v1/tracks/6WediUhXDfm8FR3wlM0r3G,audio_features,spotify:track:6WediUhXDfm8FR3wlM0r3G,0.505
4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",Darshan Raval,62,0.136,https://api.spotify.com/v1/audio-analysis/4ymPEyiXabTe1NO8q8EFxG,0.359,249742.0,0.972,2.52e-06,7.0,0.14,-3.452,1.0,0.109,62.914,4.0,https://api.spotify.com/v1/tracks/4ymPEyiXabTe1NO8q8EFxG,audio_features,spotify:track:4ymPEyiXabTe1NO8q8EFxG,0.595
0zRsGGueSQLRkYWs4kPA4V,Naah,Harrdy Sandhu,62,0.62,https://api.spotify.com/v1/audio-analysis/0zRsGGueSQLRkYWs4kPA4V,0.715,190000.0,0.863,6.32e-05,2.0,0.0972,-2.539,0.0,0.063,99.981,4.0,https://api.spotify.com/v1/tracks/0zRsGGueSQLRkYWs4kPA4V,audio_features,spotify:track:0zRsGGueSQLRkYWs4kPA4V,0.828
7CUYHcu0RnbOnMz4RuN07w,Despacito (Featuring Daddy Yankee),Luis Fonsi,62,0.208,https://api.spotify.com/v1/audio-analysis/7CUYHcu0RnbOnMz4RuN07w,0.659,228200.0,0.802,0.0,2.0,0.123,-4.79,1.0,0.148,177.936,4.0,https://api.spotify.com/v1/tracks/7CUYHcu0RnbOnMz4RuN07w,audio_features,spotify:track:7CUYHcu0RnbOnMz4RuN07w,0.863
2KrrAi2smn5Fa7sy7TxrKg,Nayan,Dhvani Bhanushali,62,0.381,https://api.spotify.com/v1/audio-analysis/2KrrAi2smn5Fa7sy7TxrKg,0.598,254932.0,0.678,5.63e-05,2.0,0.0986,-4.645,1.0,0.0378,91.084,4.0,https://api.spotify.com/v1/tracks/2KrrAi2smn5Fa7sy7TxrKg,audio_features,spotify:track:2KrrAi2smn5Fa7sy7TxrKg,0.363
4f5kLqyOJ5ZPnalEVMQrB2,"Tere Bin (From ""Simmba"")",Rahat Fateh Ali Khan,62,0.268,https://api.spotify.com/v1/audio-analysis/4f5kLqyOJ5ZPnalEVMQrB2,0.649,230948.0,0.716,4.51e-06,7.0,0.603,-3.936,1.0,0.0384,86.949,4.0,https://api.spotify.com/v1/tracks/4f5kLqyOJ5ZPnalEVMQrB2,audio_features,spotify:track:4f5kLqyOJ5ZPnalEVMQrB2,0.639
4pE05HNzmVFGpCOfNKE3w6,"Tum Hi Ho Bandhu (From ""Cocktail"")",Neeraj Shridhar,62,0.00145,https://api.spotify.com/v1/audio-analysis/4pE05HNzmVFGpCOfNKE3w6,0.714,282012.0,0.892,0.000817,11.0,0.0462,-5.342,0.0,0.0516,134.997,4.0,https://api.spotify.com/v1/tracks/4pE05HNzmVFGpCOfNKE3w6,audio_features,spotify:track:4pE05HNzmVFGpCOfNKE3w6,0.899
61s24wRVyG7NP9m7EjdDKL,Don’t Stop The Party,Black Eyed Peas,62,0.0303,https://api.spotify.com/v1/audio-analysis/61s24wRVyG7NP9m7EjdDKL,0.869,367413.0,0.794,3.81e-06,0.0,0.07,-6.191,1.0,0.0984,128.022,4.0,https://api.spotify.com/v1/tracks/61s24wRVyG7NP9m7EjdDKL,audio_features,spotify:track:61s24wRVyG7NP9m7EjdDKL,0.656
6Kynli1iHBqJRWUCohcV9h,Kaam 25 - Sacred Games,DIVINE,62,0.0473,https://api.spotify.com/v1/audio-analysis/6Kynli1iHBqJRWUCohcV9h,0.484,149525.0,0.948,0.0,1.0,0.0565,-4.296,0.0,0.451,125.645,5.0,https://api.spotify.com/v1/tracks/6Kynli1iHBqJRWUCohcV9h,audio_features,spotify:track:6Kynli1iHBqJRWUCohcV9h,0.686
6dGsBRuavumBs5BghcXF3D,Give You My Heart,IU,62,0.683,https://api.spotify.com/v1/audio-analysis/6dGsBRuavumBs5BghcXF3D,0.344,280360.0,0.43,0.0,8.0,0.0881,-5.503,1.0,0.0434,167.332,3.0,https://api.spotify.com/v1/tracks/6dGsBRuavumBs5BghcXF3D,audio_features,spotify:track:6dGsBRuavumBs5BghcXF3D,0.385
5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")",Abhijeet Srivastava,62,0.495,https://api.spotify.com/v1/audio-analysis/5X5db3FrBOHbibrFKA02MQ,0.756,265995.0,0.52,0.0,6.0,0.0901,-8.642,1.0,0.0341,119.92,4.0,https://api.spotify.com/v1/tracks/5X5db3FrBOHbibrFKA02MQ,audio_features,spotify:track:5X5db3FrBOHbibrFKA02MQ,0.684
2si0ZNx4yRbggTvrIom8A2,Paniyon Sa,Rochak Kohli,62,0.447,https://api.spotify.com/v1/audio-analysis/2si0ZNx4yRbggTvrIom8A2,0.523,236240.0,0.768,0.000226,0.0,0.0833,-4.953,0.0,0.0566,75.03,4.0,https://api.spotify.com/v1/tracks/2si0ZNx4yRbggTvrIom8A2,audio_features,spotify:track:2si0ZNx4yRbggTvrIom8A2,0.669
28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,62,0.0248,https://api.spotify.com/v1/audio-analysis/28veUNu4veN0LOBVa0nFw8,0.804,176125.0,0.913,2.84e-05,0.0,0.391,-3.135,1.0,0.0933,119.993,4.0,https://api.spotify.com/v1/tracks/28veUNu4veN0LOBVa0nFw8,audio_features,spotify:track:28veUNu4veN0LOBVa0nFw8,0.544
11IAzj9706fIKBVCJyMNNt,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,62,0.101,https://api.spotify.com/v1/audio-analysis/11IAzj9706fIKBVCJyMNNt,0.805,188606.0,0.919,0.00343,1.0,0.0598,-1.294,1.0,0.0938,94.993,4.0,https://api.spotify.com/v1/tracks/11IAzj9706fIKBVCJyMNNt,audio_features,spotify:track:11IAzj9706fIKBVCJyMNNt,0.494
4ymPEyiXabTe1NO8q8EFxG,"Chogada (From ""Loveyatri"")",Darshan Raval,62,0.136,https://api.spotify.com/v1/audio-analysis/4ymPEyiXabTe1NO8q8EFxG,0.359,249742.0,0.972,2.52e-06,7.0,0.14,-3.452,1.0,0.109,62.914,4.0,https://api.spotify.com/v1/tracks/4ymPEyiXabTe1NO8q8EFxG,audio_features,spotify:track:4ymPEyiXabTe1NO8q8EFxG,0.595
